station_complex_id,date,ridership
8,2023-09-02,8491
8,2023-09-03,7503
8,2023-09-04,6697
8,2023-09-05,10551
8,2023-09-06,11398
8,2023-09-07,11804
8,2023-09-08,10577
8,2023-09-09,9907
8,2023-09-10,7694
8,2023-09-11,10994
8,2023-09-12,12498
8,2023-09-13,11583
8,2023-09-14,12097
8,2023-09-15,10913
8,2023-09-16,10217
8,2023-09-17,8295
8,2023-09-18,10390
8,2023-09-19,8109
8,2023-09-20,8297
8,2023-09-21,8634
8,2023-09-22,9251
8,2023-09-23,6546
8,2023-09-24,5704
8,2023-09-25,9178
8,2023-09-26,11601
8,2023-09-27,12736
8,2023-09-28,12367
8,2023-09-29,6915
8,2023-09-30,6952
8,2023-10-01,9118
8,2023-10-02,11247
8,2023-10-03,12518
8,2023-10-04,12402
8,2023-10-05,12843
8,2023-10-06,10548
8,2023-10-07,7101
8,2023-10-08,9851
8,2023-10-09,11412
8,2023-10-10,12634
8,2023-10-11,12795
8,2023-10-12,12720
8,2023-10-13,10586
8,2023-10-14,6330
8,2023-10-15,8160
8,2023-10-16,10719
8,2023-10-17,12174
8,2023-10-18,12495
8,2023-10-19,12720
8,2023-10-20,9541
8,2023-10-21,10517
8,2023-10-22,8442
8,2023-10-23,11607
8,2023-10-24,12667
8,2023-10-25,12846
8,2023-10-26,13126
8,2023-10-27,11927
8,2023-10-28,13349
8,2023-10-29,5829
8,2023-10-30,11221
8,2023-10-31,11774
8,2023-11-01,12201
8,2023-11-02,12835
8,2023-11-03,12287
8,2023-11-04,11794
8,2023-11-05,13911
8,2023-11-06,11531
8,2023-11-07,12365
8,2023-11-08,12106
8,2023-11-09,12202
8,2023-11-10,10843
8,2023-11-11,10639
8,2023-11-12,7682
8,2023-11-13,11024
8,2023-11-14,11917
8,2023-11-15,11905
8,2023-11-16,12366
8,2023-11-17,10781
8,2023-11-18,7688
8,2023-11-19,7364
8,2023-11-20,10968
8,2023-11-21,10830
8,2023-11-22,10458
8,2023-11-23,11557
8,2023-11-24,9551
8,2023-11-25,8751
8,2023-11-26,5830
8,2023-11-27,10516
8,2023-11-28,11851
8,2023-11-29,12658
8,2023-11-30,12686
8,2023-12-01,11437
8,2023-12-02,13119
8,2023-12-03,6123
8,2023-12-04,12035
8,2023-12-05,12965
8,2023-12-06,12823
8,2023-12-07,12161
8,2023-12-08,12372
8,2023-12-09,13471
8,2023-12-10,6301
8,2023-12-11,11660
8,2023-12-12,12950
8,2023-12-13,13065
8,2023-12-14,13171
8,2023-12-15,12692
8,2023-12-16,13369
8,2023-12-17,7392
8,2023-12-18,10599
8,2023-12-19,12925
8,2023-12-20,12189
8,2023-12-21,11776
8,2023-12-22,10401
8,2023-12-23,8748
8,2023-12-24,7647
8,2023-12-25,9493
8,2023-12-26,11237
8,2023-12-27,10934
8,2023-12-28,12334
8,2023-12-29,13793
8,2023-12-30,11089
8,2023-12-31,9025
9,2023-01-01,15523
9,2023-01-02,13414
9,2023-01-03,19692
9,2023-01-04,21427
9,2023-01-05,20963
9,2023-01-06,19018
9,2023-01-07,15477
9,2023-01-08,11918
9,2023-01-09,18108
9,2023-01-10,21434
9,2023-01-11,22328
9,2023-01-12,21821
9,2023-01-13,19909
9,2023-01-14,15253
9,2023-01-15,12388
9,2023-01-16,13235
9,2023-01-17,21306
9,2023-01-18,22893
9,2023-01-19,22590
9,2023-01-20,19686
9,2023-01-21,15624
9,2023-01-22,10933
9,2023-01-23,18449
9,2023-01-24,22235
9,2023-01-25,23276
9,2023-01-26,23312
9,2023-01-27,19025
9,2023-01-28,17203
9,2023-01-29,11665
9,2023-01-30,19159
9,2023-01-31,23264
9,2023-02-01,23292
9,2023-02-02,22885
9,2023-02-03,18864
9,2023-02-04,12848
9,2023-02-05,11955
9,2023-02-06,19643
9,2023-02-07,23066
9,2023-02-08,23856
9,2023-02-09,23765
9,2023-02-10,20375
9,2023-02-11,17411
9,2023-02-12,12632
9,2023-02-13,19330
9,2023-02-14,23210
9,2023-02-15,24193
9,2023-02-16,23174
9,2023-02-17,18715
9,2023-02-18,18269
9,2023-02-19,14871
9,2023-02-20,16421
9,2023-02-21,21392
9,2023-02-22,23352
9,2023-02-23,23064
9,2023-02-24,21011
9,2023-02-25,16017
9,2023-02-26,12799
9,2023-02-27,19776
9,2023-02-28,21764
9,2023-03-01,24305
9,2023-03-02,23372
9,2023-03-03,21448
9,2023-03-04,15516
9,2023-03-05,12700
9,2023-03-06,20688
9,2023-03-07,24348
9,2023-03-08,24863
9,2023-03-09,24780
9,2023-03-10,20008
9,2023-03-11,16765
9,2023-03-12,13580
9,2023-03-13,20932
9,2023-03-14,23271
9,2023-03-15,25720
9,2023-03-16,25691
9,2023-03-17,23636
9,2023-03-18,18017
9,2023-03-19,20815
9,2023-03-20,20462
9,2023-03-21,23511
9,2023-03-22,23595
9,2023-03-23,23820
9,2023-03-24,20860
9,2023-03-25,17345
9,2023-03-26,15578
9,2023-03-27,20540
9,2023-03-28,24017
9,2023-03-29,24438
9,2023-03-30,24322
9,2023-03-31,21805
9,2023-04-01,18358
9,2023-04-02,15378
9,2023-04-03,22147
9,2023-04-04,25476
9,2023-04-05,23720
9,2023-04-06,22182
9,2023-04-07,19869
9,2023-04-08,17694
9,2023-04-09,13899
9,2023-04-10,19741
9,2023-04-11,22732
9,2023-04-12,24151
9,2023-04-13,24471
9,2023-04-14,21624
9,2023-04-15,19734
9,2023-04-16,15634
9,2023-04-17,20510
9,2023-04-18,24649
9,2023-04-19,25070
9,2023-04-20,25598
9,2023-04-21,21900
9,2023-04-22,18402
9,2023-04-23,13630
9,2023-04-24,22018
9,2023-04-25,26247
9,2023-04-26,25860
9,2023-04-27,25822
9,2023-04-28,22201
9,2023-04-29,18168
9,2023-04-30,14294
9,2023-05-01,22618
9,2023-05-02,25967
9,2023-05-03,26440
9,2023-05-04,25785
9,2023-05-05,23035
9,2023-05-06,18893
9,2023-05-07,15092
9,2023-05-08,21909
9,2023-05-09,25779
9,2023-05-10,26203
9,2023-05-11,25532
9,2023-05-12,21757
9,2023-05-13,20973
9,2023-05-14,15661
9,2023-05-15,21598
9,2023-05-16,25298
9,2023-05-17,25866
9,2023-05-18,25363
9,2023-05-19,22985
9,2023-05-20,18404
9,2023-05-21,16737
9,2023-05-22,21509
9,2023-05-23,24119
9,2023-05-24,24549
9,2023-05-25,23251
9,2023-05-26,20148
9,2023-05-27,17991
9,2023-05-28,15895
9,2023-05-29,14506
9,2023-05-30,23498
9,2023-05-31,25179
9,2023-06-01,24710
9,2023-06-02,21405
9,2023-06-03,19150
9,2023-06-04,16057
9,2023-06-05,22029
9,2023-06-06,25244
9,2023-06-07,24412
9,2023-06-08,22632
9,2023-06-09,20914
9,2023-06-10,18576
9,2023-06-11,15936
9,2023-06-12,21582
9,2023-06-13,26016
9,2023-06-14,25491
9,2023-06-15,25633
9,2023-06-16,20142
9,2023-06-17,19410
9,2023-06-18,15030
9,2023-06-19,15781
9,2023-06-20,24382
9,2023-06-21,25271
9,2023-06-22,25254
9,2023-06-23,21655
9,2023-06-24,19131
9,2023-06-25,16839
9,2023-06-26,20540
9,2023-06-27,24306
9,2023-06-28,24314
9,2023-06-29,23231
9,2023-06-30,18771
9,2023-07-01,13862
9,2023-07-02,10816
9,2023-07-03,14566
9,2023-07-04,10659
9,2023-07-05,20584
9,2023-07-06,21800
9,2023-07-07,19457
9,2023-07-08,16647
9,2023-07-09,12497
9,2023-07-10,19818
9,2023-07-11,23727
9,2023-07-12,24333
9,2023-07-13,23671
9,2023-07-14,19928
9,2023-07-15,15087
9,2023-07-16,9472
9,2023-07-17,19975
9,2023-07-18,23368
9,2023-07-19,23969
9,2023-07-20,23452
9,2023-07-21,19697
9,2023-07-22,15397
9,2023-07-23,12219
9,2023-07-24,20136
9,2023-07-25,23631
9,2023-07-26,23810
9,2023-07-27,22677
9,2023-07-28,19153
9,2023-07-29,12592
9,2023-07-30,10909
9,2023-07-31,18838
9,2023-08-01,21788
9,2023-08-02,22617
9,2023-08-03,22238
9,2023-08-04,18513
9,2023-08-05,18230
9,2023-08-06,15085
9,2023-08-07,18325
9,2023-08-08,21998
9,2023-08-09,22592
9,2023-08-10,21192
9,2023-08-11,19726
9,2023-08-12,19778
9,2023-08-13,17030
9,2023-08-14,19018
9,2023-08-15,21330
9,2023-08-16,21276
9,2023-08-17,20756
9,2023-08-18,18511
9,2023-08-19,18930
9,2023-08-20,15118
9,2023-08-21,18161
9,2023-08-22,20557
9,2023-08-23,21170
9,2023-08-24,20539
9,2023-08-25,17744
9,2023-08-26,18628
9,2023-08-27,15721
9,2023-08-28,20500
9,2023-08-29,23609
9,2023-08-30,23627
9,2023-08-31,24068
9,2023-09-01,20902
9,2023-09-02,17480
9,2023-09-03,15849
9,2023-09-04,13561
9,2023-09-05,24256
9,2023-09-06,26135
9,2023-09-07,26631
9,2023-09-08,22753
9,2023-09-09,19530
9,2023-09-10,15404
9,2023-09-11,23867
9,2023-09-12,27675
9,2023-09-13,27143
9,2023-09-14,27121
9,2023-09-15,22496
9,2023-09-16,18405
9,2023-09-17,15198
9,2023-09-18,23956
9,2023-09-19,28563
9,2023-09-20,29198
9,2023-09-21,28404
9,2023-09-22,24097
9,2023-09-23,17890
9,2023-09-24,12923
9,2023-09-25,19333
9,2023-09-26,26908
9,2023-09-27,29067
9,2023-09-28,28668
9,2023-09-29,17657
9,2023-09-30,16342
9,2023-10-01,14975
9,2023-10-02,24276
9,2023-10-03,28037
9,2023-10-04,29120
9,2023-10-05,28778
9,2023-10-06,24288
9,2023-10-07,20015
9,2023-10-08,18961
9,2023-10-09,20935
9,2023-10-10,27070
9,2023-10-11,28099
9,2023-10-12,28812
9,2023-10-13,22212
9,2023-10-14,18423
9,2023-10-15,16235
9,2023-10-16,24339
9,2023-10-17,28542
9,2023-10-18,28670
9,2023-10-19,29041
9,2023-10-20,23857
9,2023-10-21,21014
9,2023-10-22,16448
9,2023-10-23,24753
9,2023-10-24,28780
9,2023-10-25,29455
9,2023-10-26,29191
9,2023-10-27,25063
9,2023-10-28,22546
9,2023-10-29,14931
9,2023-10-30,25254
9,2023-10-31,26818
9,2023-11-01,28793
9,2023-11-02,28358
9,2023-11-03,26323
9,2023-11-04,23679
9,2023-11-05,27632
9,2023-11-06,25340
9,2023-11-07,27292
9,2023-11-08,28239
9,2023-11-09,28924
9,2023-11-10,25226
9,2023-11-11,23267
9,2023-11-12,17311
9,2023-11-13,24235
9,2023-11-14,28227
9,2023-11-15,28316
9,2023-11-16,28508
9,2023-11-17,24982
9,2023-11-18,21625
9,2023-11-19,17676
9,2023-11-20,24506
9,2023-11-21,25100
9,2023-11-22,21027
9,2023-11-23,18028
9,2023-11-24,15512
9,2023-11-25,15561
9,2023-11-26,12317
9,2023-11-27,22695
9,2023-11-28,27356
9,2023-11-29,29743
9,2023-11-30,29358
9,2023-12-01,25692
9,2023-12-02,25922
9,2023-12-03,16330
9,2023-12-04,24908
9,2023-12-05,28666
9,2023-12-06,30187
9,2023-12-07,29624
9,2023-12-08,27033
9,2023-12-09,25772
9,2023-12-10,16990
9,2023-12-11,24878
9,2023-12-12,29101
9,2023-12-13,29749
9,2023-12-14,30171
9,2023-12-15,26326
9,2023-12-16,26950
9,2023-12-17,17811
9,2023-12-18,22983
9,2023-12-19,26934
9,2023-12-20,26310
9,2023-12-21,24626
9,2023-12-22,21861
9,2023-12-23,18653
9,2023-12-24,14414
9,2023-12-25,11438
9,2023-12-26,17249
9,2023-12-27,20389
9,2023-12-28,21664
9,2023-12-29,21561
9,2023-12-30,20602
9,2023-12-31,15465
10,2023-01-01,12784
10,2023-01-02,11439
10,2023-01-03,15284
10,2023-01-04,15667
10,2023-01-05,16194
10,2023-01-06,14068
10,2023-01-07,12089
10,2023-01-08,9190
10,2023-01-09,11874
10,2023-01-10,14649
10,2023-01-11,15177
10,2023-01-12,15060
10,2023-01-13,13641
10,2023-01-14,12434
10,2023-01-15,10091
10,2023-01-16,8358
10,2023-01-17,13877
10,2023-01-18,14706
10,2023-01-19,15253
10,2023-01-20,13033
10,2023-01-21,11457
10,2023-01-22,8241
10,2023-01-23,11576
10,2023-01-24,14573
10,2023-01-25,14976
10,2023-01-26,15019
10,2023-01-27,13317
10,2023-01-28,11627
10,2023-01-29,8633
10,2023-01-30,11596
10,2023-01-31,14612
10,2023-02-01,14581
10,2023-02-02,14468
10,2023-02-03,12510
10,2023-02-04,11271
10,2023-02-05,10287
10,2023-02-06,12262
10,2023-02-07,15508
10,2023-02-08,15322
10,2023-02-09,15436
10,2023-02-10,13822
10,2023-02-11,13857
10,2023-02-12,10732
10,2023-02-13,12555
10,2023-02-14,16416
10,2023-02-15,16018
10,2023-02-16,15004
10,2023-02-17,13343
10,2023-02-18,13378
10,2023-02-19,10772
10,2023-02-20,9506
10,2023-02-21,15544
10,2023-02-22,16837
10,2023-02-23,15375
10,2023-02-24,15300
10,2023-02-25,14031
10,2023-02-26,10729
10,2023-02-27,12171
10,2023-02-28,14261
10,2023-03-01,15558
10,2023-03-02,15541
10,2023-03-03,13743
10,2023-03-04,9936
10,2023-03-05,8344
10,2023-03-06,12698
10,2023-03-07,15738
10,2023-03-08,15831
10,2023-03-09,15831
10,2023-03-10,14533
10,2023-03-11,15367
10,2023-03-12,12613
10,2023-03-13,14071
10,2023-03-14,16711
10,2023-03-15,18268
10,2023-03-16,18200
10,2023-03-17,16834
10,2023-03-18,12150
10,2023-03-19,9842
10,2023-03-20,12936
10,2023-03-21,15653
10,2023-03-22,16156
10,2023-03-23,15784
10,2023-03-24,14313
10,2023-03-25,14576
10,2023-03-26,12707
10,2023-03-27,13269
10,2023-03-28,16146
10,2023-03-29,16835
10,2023-03-30,16470
10,2023-03-31,14924
10,2023-04-01,14195
10,2023-04-02,12793
10,2023-04-03,14180
10,2023-04-04,16982
10,2023-04-05,17833
10,2023-04-06,16663
10,2023-04-07,16144
10,2023-04-08,13352
10,2023-04-09,10701
10,2023-04-10,13615
10,2023-04-11,16161
10,2023-04-12,16841
10,2023-04-13,17027
10,2023-04-14,15353
10,2023-04-15,15292
10,2023-04-16,11439
10,2023-04-17,12473
10,2023-04-18,15558
10,2023-04-19,16267
10,2023-04-20,16534
10,2023-04-21,15052
10,2023-04-22,14729
10,2023-04-23,10938
10,2023-04-24,13857
10,2023-04-25,17013
10,2023-04-26,17692
10,2023-04-27,17853
10,2023-04-28,16514
10,2023-04-29,14707
10,2023-04-30,11862
10,2023-05-01,14263
10,2023-05-02,17222
10,2023-05-03,17915
10,2023-05-04,17620
10,2023-05-05,15523
10,2023-05-06,10990
10,2023-05-07,8522
10,2023-05-08,13324
10,2023-05-09,16462
10,2023-05-10,17013
10,2023-05-11,16898
10,2023-05-12,15079
10,2023-05-13,14359
10,2023-05-14,10857
10,2023-05-15,14055
10,2023-05-16,17278
10,2023-05-17,18380
10,2023-05-18,18371
10,2023-05-19,16640
10,2023-05-20,14024
10,2023-05-21,11565
10,2023-05-22,13783
10,2023-05-23,16382
10,2023-05-24,17244
10,2023-05-25,16142
10,2023-05-26,15020
10,2023-05-27,15756
10,2023-05-28,13606
10,2023-05-29,10580
10,2023-05-30,15734
10,2023-05-31,16821
10,2023-06-01,16720
10,2023-06-02,15144
10,2023-06-03,12788
10,2023-06-04,10806
10,2023-06-05,15194
10,2023-06-06,18154
10,2023-06-07,19148
10,2023-06-08,17032
10,2023-06-09,16099
10,2023-06-10,14400
10,2023-06-11,11283
10,2023-06-12,14596
10,2023-06-13,18895
10,2023-06-14,19382
10,2023-06-15,19507
10,2023-06-16,14942
10,2023-06-17,14365
10,2023-06-18,11372
10,2023-06-19,9791
10,2023-06-20,16583
10,2023-06-21,17708
10,2023-06-22,17175
10,2023-06-23,15580
10,2023-06-24,14857
10,2023-06-25,12956
10,2023-06-26,14657
10,2023-06-27,17096
10,2023-06-28,17402
10,2023-06-29,17146
10,2023-06-30,14930
10,2023-07-01,9624
10,2023-07-02,8384
10,2023-07-03,11865
10,2023-07-04,7946
10,2023-07-05,15729
10,2023-07-06,16248
10,2023-07-07,14770
10,2023-07-08,12935
10,2023-07-09,11285
10,2023-07-10,13582
10,2023-07-11,16458
10,2023-07-12,17003
10,2023-07-13,17079
10,2023-07-14,14849
10,2023-07-15,11074
10,2023-07-16,7709
10,2023-07-17,14406
10,2023-07-18,17184
10,2023-07-19,17425
10,2023-07-20,16786
10,2023-07-21,14854
10,2023-07-22,11836
10,2023-07-23,9034
10,2023-07-24,13864
10,2023-07-25,16509
10,2023-07-26,17652
10,2023-07-27,16886
10,2023-07-28,14876
10,2023-07-29,10873
10,2023-07-30,8714
10,2023-07-31,13195
10,2023-08-01,15916
10,2023-08-02,16779
10,2023-08-03,15967
10,2023-08-04,13987
10,2023-08-05,14497
10,2023-08-06,11408
10,2023-08-07,13207
10,2023-08-08,15804
10,2023-08-09,17144
10,2023-08-10,16609
10,2023-08-11,15000
10,2023-08-12,15718
10,2023-08-13,12852
10,2023-08-14,13708
10,2023-08-15,15556
10,2023-08-16,15491
10,2023-08-17,15693
10,2023-08-18,14480
10,2023-08-19,14885
10,2023-08-20,11797
10,2023-08-21,13021
10,2023-08-22,15101
10,2023-08-23,15764
10,2023-08-24,15402
10,2023-08-25,13014
10,2023-08-26,8600
10,2023-08-27,6530
10,2023-08-28,12588
10,2023-08-29,16443
10,2023-08-30,15623
10,2023-08-31,15242
10,2023-09-01,14412
10,2023-09-02,12793
10,2023-09-03,11633
10,2023-09-04,8437
10,2023-09-05,15496
10,2023-09-06,16768
10,2023-09-07,17465
10,2023-09-08,16276
10,2023-09-09,14996
10,2023-09-10,11880
10,2023-09-11,15319
10,2023-09-12,18220
10,2023-09-13,17664
10,2023-09-14,17700
10,2023-09-15,16380
10,2023-09-16,15381
10,2023-09-17,12948
10,2023-09-18,15326
10,2023-09-19,18843
10,2023-09-20,19386
10,2023-09-21,18826
10,2023-09-22,17538
10,2023-09-23,15140
10,2023-09-24,12027
10,2023-09-25,13933
10,2023-09-26,18272
10,2023-09-27,18687
10,2023-09-28,18937
10,2023-09-29,10726
10,2023-09-30,11761
10,2023-10-01,10805
10,2023-10-02,15210
10,2023-10-03,17869
10,2023-10-04,18446
10,2023-10-05,18917
10,2023-10-06,16732
10,2023-10-07,15400
10,2023-10-08,15635
10,2023-10-09,13710
10,2023-10-10,18461
10,2023-10-11,19205
10,2023-10-12,19401
10,2023-10-13,14547
10,2023-10-14,14238
10,2023-10-15,12590
10,2023-10-16,15786
10,2023-10-17,18747
10,2023-10-18,19685
10,2023-10-19,19218
10,2023-10-20,17062
10,2023-10-21,16979
10,2023-10-22,14372
10,2023-10-23,15843
10,2023-10-24,19646
10,2023-10-25,20079
10,2023-10-26,19895
10,2023-10-27,18504
10,2023-10-28,16965
10,2023-10-29,12727
10,2023-10-30,16575
10,2023-10-31,18821
10,2023-11-01,19764
10,2023-11-02,19553
10,2023-11-03,17658
10,2023-11-04,19143
10,2023-11-05,16321
10,2023-11-06,15887
10,2023-11-07,16537
10,2023-11-08,18975
10,2023-11-09,19367
10,2023-11-10,16265
10,2023-11-11,16811
10,2023-11-12,12519
10,2023-11-13,14645
10,2023-11-14,17951
10,2023-11-15,18489
10,2023-11-16,18399
10,2023-11-17,16710
10,2023-11-18,15736
10,2023-11-19,13026
10,2023-11-20,16019
10,2023-11-21,17512
10,2023-11-22,15736
10,2023-11-23,11827
10,2023-11-24,14921
10,2023-11-25,14946
10,2023-11-26,10724
10,2023-11-27,14367
10,2023-11-28,17866
10,2023-11-29,20387
10,2023-11-30,20202
10,2023-12-01,18834
10,2023-12-02,18911
10,2023-12-03,11662
10,2023-12-04,17132
10,2023-12-05,20066
10,2023-12-06,20663
10,2023-12-07,20610
10,2023-12-08,20376
10,2023-12-09,20021
10,2023-12-10,12227
10,2023-12-11,16893
10,2023-12-12,20219
10,2023-12-13,20960
10,2023-12-14,21596
10,2023-12-15,19277
10,2023-12-16,20401
10,2023-12-17,14224
10,2023-12-18,17022
10,2023-12-19,21331
10,2023-12-20,21294
10,2023-12-21,19890
10,2023-12-22,18682
10,2023-12-23,17478
10,2023-12-24,13947
10,2023-12-25,13600
10,2023-12-26,18265
10,2023-12-27,19353
10,2023-12-28,19859
10,2023-12-29,21832
10,2023-12-30,20090
10,2023-12-31,2755
13,2023-01-01,5088
13,2023-01-02,5184
13,2023-01-03,6936
13,2023-01-04,7589
13,2023-01-05,7083
13,2023-01-06,6749
13,2023-01-07,6053
13,2023-01-08,4432
13,2023-01-09,6041
13,2023-01-10,7080
13,2023-01-11,7428
13,2023-01-12,7560
13,2023-01-13,7095
13,2023-01-14,6365
13,2023-01-15,4864
13,2023-01-16,5054
13,2023-01-17,7114
13,2023-01-18,7528
13,2023-01-19,7966
13,2023-01-20,6888
13,2023-01-21,5982
13,2023-01-22,4360
13,2023-01-23,6223
13,2023-01-24,7488
13,2023-01-25,7920
13,2023-01-26,7866
13,2023-01-27,7009
13,2023-01-28,6517
13,2023-01-29,4653
13,2023-01-30,6222
13,2023-01-31,7755
13,2023-02-01,7769
13,2023-02-02,7889
13,2023-02-03,7298
13,2023-02-04,6408
13,2023-02-05,5152
13,2023-02-06,6402
13,2023-02-07,7950
13,2023-02-08,7761
13,2023-02-09,7860
13,2023-02-10,7311
13,2023-02-11,8112
13,2023-02-12,6158
13,2023-02-13,6791
13,2023-02-14,8044
13,2023-02-15,7776
13,2023-02-16,7705
13,2023-02-17,7282
13,2023-02-18,6811
13,2023-02-19,5622
13,2023-02-20,5451
13,2023-02-21,7689
13,2023-02-22,8256
13,2023-02-23,7029
13,2023-02-24,7968
13,2023-02-25,7882
13,2023-02-26,5875
13,2023-02-27,6591
13,2023-02-28,7212
13,2023-03-01,7800
13,2023-03-02,7712
13,2023-03-03,7721
13,2023-03-04,7379
13,2023-03-05,5492
13,2023-03-06,6688
13,2023-03-07,7962
13,2023-03-08,8099
13,2023-03-09,7985
13,2023-03-10,7264
13,2023-03-11,7829
