w_geocode,segment,year,C000,CE01,CE02,CE03
060730119024008,S000,2023,3,1,2,0
060730119024009,S000,2023,10,1,3,6
060730119024010,S000,2023,4,2,0,2
060730119024011,S000,2023,4,2,2,0
060730119024012,S000,2023,13,5,5,3
060730120021000,S000,2023,362,56,157,149
060730120021001,S000,2023,7,3,4,0
060730120021002,S000,2023,15,3,4,8
060730120022000,S000,2023,73,26,39,8
060730120022001,S000,2023,58,11,29,18
060730120022002,S000,2023,1,0,1,0
060730120022003,S000,2023,27,9,12,6
060730120022004,S000,2023,4,1,3,0
060730120022005,S000,2023,392,95,161,136
060730120022006,S000,2023,1,1,0,0
060730120031000,S000,2023,2,1,1,0
060730120031002,S000,2023,10,3,6,1
060730120031003,S000,2023,107,35,64,8
060730120031004,S000,2023,21,1,6,14
060730120032000,S000,2023,168,55,56,57
060730120032002,S000,2023,274,101,136,37
060730120032003,S000,2023,81,17,57,7
060730120032007,S000,2023,6,4,0,2
060730120032008,S000,2023,7,1,3,3
060730120032009,S000,2023,4,2,2,0
060730120032010,S000,2023,11,1,3,7
060730120032013,S000,2023,6,4,2,0
060730120032014,S000,2023,17,3,10,4
060730120032015,S000,2023,3,1,1,1
060730121011000,S000,2023,42,6,16,20
060730121011001,S000,2023,5,0,4,1
060730121011003,S000,2023,1,1,0,0
060730121011005,S000,2023,38,15,23,0
060730121011006,S000,2023,13,4,9,0
060730121011008,S000,2023,2,0,2,0
060730121011009,S000,2023,9,1,3,5
060730121011010,S000,2023,2,2,0,0
060730121011011,S000,2023,16,1,1,14
060730121011016,S000,2023,1,0,1,0
060730121011017,S000,2023,5,0,2,3
060730121011019,S000,2023,275,136,104,35
060730121021000,S000,2023,2,0,0,2
060730121021002,S000,2023,4,3,1,0
060730121021006,S000,2023,139,27,51,61
060730121021008,S000,2023,3,2,1,0
060730121021009,S000,2023,7,2,4,1
060730121021013,S000,2023,2,0,1,1
060730121021014,S000,2023,3,0,3,0
060730121021016,S000,2023,8,0,7,1
060730121022000,S000,2023,14,4,3,7
060730121022001,S000,2023,1,1,0,0
060730121022002,S000,2023,1,1,0,0
060730121022004,S000,2023,79,15,18,46
060730121022006,S000,2023,7,2,4,1
060730121022007,S000,2023,101,7,19,75
060730121022008,S000,2023,11,4,5,2
060730121022009,S000,2023,8,0,7,1
060730121022010,S000,2023,4,0,3,1
060730122001000,S000,2023,9,0,5,4
060730122001002,S000,2023,4,0,1,3
060730122001004,S000,2023,29,8,8,13
060730122001008,S000,2023,1,0,1,0
060730122001018,S000,2023,2,1,1,0
060730122001019,S000,2023,279,56,107,116
060730122001020,S000,2023,375,98,152,125
060730122001022,S000,2023,60,19,26,15
060730122002000,S000,2023,25,5,13,7
060730122002003,S000,2023,13,1,1,11
060730122002005,S000,2023,1,0,1,0
060730122002006,S000,2023,10,1,1,8
060730122002007,S000,2023,9,3,5,1
060730122002009,S000,2023,3,1,1,1
060730122002010,S000,2023,9,3,5,1
060730122002011,S000,2023,15,1,11,3
060730122002012,S000,2023,17,1,5,11
060730122002013,S000,2023,12,1,5,6
060730122002014,S000,2023,2,0,1,1
060730122002017,S000,2023,2,0,0,2
060730122002019,S000,2023,10,3,6,1
060730123021000,S000,2023,13,0,8,5
060730123021001,S000,2023,53,8,22,23
060730123021002,S000,2023,66,25,23,18
060730123021003,S000,2023,18,3,11,4
060730123021004,S000,2023,277,37,122,118
060730123021005,S000,2023,290,83,75,132
060730123021006,S000,2023,101,40,35,26
060730123021007,S000,2023,51,9,23,19
060730123021008,S000,2023,133,61,56,16
060730123021009,S000,2023,68,23,29,16
060730123021010,S000,2023,37,7,9,21
060730123021011,S000,2023,118,25,67,26
060730123021012,S000,2023,796,212,333,251
060730123021013,S000,2023,22,1,6,15
060730123021014,S000,2023,41,12,25,4
060730123021015,S000,2023,3,1,2,0
060730123031006,S000,2023,26,5,10,11
060730123031008,S000,2023,10,2,2,6
060730123031009,S000,2023,8,0,7,1
060730123031010,S000,2023,5,0,3,2
060730123031012,S000,2023,194,66,79,49
060730123031016,S000,2023,67,11,15,41
060730123031017,S000,2023,2,2,0,0
060730123032000,S000,2023,79,17,31,31
060730123032001,S000,2023,49,21,13,15
060730123032002,S000,2023,10,3,5,2
060730123032005,S000,2023,5,0,1,4
060730123032008,S000,2023,51,12,21,18
060730123032010,S000,2023,292,40,130,122
060730123041001,S000,2023,2,2,0,0
060730123041002,S000,2023,34,1,20,13
060730123041003,S000,2023,3,1,2,0
060730123041005,S000,2023,51,7,22,22
060730123041006,S000,2023,14,8,6,0
060730123042000,S000,2023,1,0,0,1
060730123042001,S000,2023,5,2,3,0
060730123042002,S000,2023,18,9,3,6
060730123042005,S000,2023,27,0,2,25
060730123042006,S000,2023,82,14,39,29
060730123042007,S000,2023,3,0,0,3
060730123042008,S000,2023,120,28,62,30
060730123042009,S000,2023,1,1,0,0
060730123042010,S000,2023,8,1,4,3
060730123042013,S000,2023,5,2,1,2
060730123042014,S000,2023,1,1,0,0
060730123042015,S000,2023,2,0,2,0
060730123042016,S000,2023,13,10,3,0
060730123042017,S000,2023,1,0,1,0
060730123042018,S000,2023,18,4,2,12
060730123042019,S000,2023,1,0,1,0
060730124011000,S000,2023,86,13,27,46
060730124011004,S000,2023,326,45,70,211
060730124011005,S000,2023,117,12,30,75
060730124011006,S000,2023,2,1,1,0
060730124011007,S000,2023,7,0,7,0
060730124011008,S000,2023,1,0,0,1
060730124011009,S000,2023,1,0,1,0
060730124011012,S000,2023,1,0,0,1
060730124011013,S000,2023,2,0,2,0
060730124011014,S000,2023,94,8,27,59
060730124011017,S000,2023,58,3,6,49
060730124011018,S000,2023,2,0,1,1
060730124011019,S000,2023,354,104,125,125
060730124012000,S000,2023,199,37,97,65
060730124012001,S000,2023,131,44,63,24
060730124012002,S000,2023,3,0,2,1
060730124012003,S000,2023,257,38,164,55
060730124012004,S000,2023,5,1,4,0
060730124012005,S000,2023,57,12,27,18
060730124012006,S000,2023,95,19,38,38
060730124021000,S000,2023,2,0,1,1
060730124021001,S000,2023,71,7,17,47
060730124021002,S000,2023,180,27,53,100
060730124021003,S000,2023,30,10,7,13
060730124021004,S000,2023,6,2,4,0
060730124022001,S000,2023,5,0,5,0
060730124022003,S000,2023,2,0,0,2
060730124022004,S000,2023,212,22,72,118
060730124022005,S000,2023,6,1,5,0
060730124022006,S000,2023,16,3,8,5
060730124022007,S000,2023,22,2,9,11
060730124022009,S000,2023,5,0,0,5
060730124022011,S000,2023,1138,163,83,892
060730124023000,S000,2023,3,1,2,0
060730124023001,S000,2023,59,18,25,16
060730124023002,S000,2023,109,25,74,10
060730124023004,S000,2023,1,0,0,1
060730124023005,S000,2023,6,3,3,0
060730124023006,S000,2023,9,3,4,2
060730124023007,S000,2023,113,20,34,59
060730124023008,S000,2023,1,0,1,0
060730124023009,S000,2023,1,0,1,0
060730124023010,S000,2023,62,17,29,16
060730124023011,S000,2023,45,5,20,20
060730125011000,S000,2023,206,41,75,90
060730125012000,S000,2023,168,40,82,46
060730125012001,S000,2023,30,9,18,3
060730125012002,S000,2023,7,2,5,0
060730125021000,S000,2023,335,64,150,121
060730125021003,S000,2023,74,5,20,49
060730125021006,S000,2023,321,21,160,140
060730125021008,S000,2023,45,12,22,11
060730125022000,S000,2023,288,62,173,53
060730125022001,S000,2023,55,12,16,27
060730125023000,S000,2023,20,1,8,11
060730125023001,S000,2023,3,1,2,0
060730125023002,S000,2023,3,1,2,0
060730125023003,S000,2023,20,0,10,10
060730125023005,S000,2023,71,11,22,38
060730125023006,S000,2023,5,0,3,2
060730125023007,S000,2023,85,15,37,33
060730125023008,S000,2023,48,10,32,6
060730125023009,S000,2023,7,1,4,2
060730125023010,S000,2023,8,1,7,0
060730126001002,S000,2023,413,101,178,134
060730126001003,S000,2023,21,8,13,0
060730126001004,S000,2023,237,41,95,101
060730126001009,S000,2023,251,11,49,191
060730126001010,S000,2023,1654,10,26,1618
060730126001016,S000,2023,86,15,15,56
060730126002000,S000,2023,78,11,42,25
060730126002001,S000,2023,5,1,4,0
060730126002002,S000,2023,4,0,4,0
060730126002003,S000,2023,5,1,4,0
060730126002005,S000,2023,1,1,0,0
060730126002008,S000,2023,18,1,15,2
060730126002009,S000,2023,5,5,0,0
060730126003000,S000,2023,133,20,72,41
060730126003001,S000,2023,5,2,1,2
060730126003002,S000,2023,5,0,1,4
060730126003003,S000,2023,2,0,2,0
060730126003004,S000,2023,2,2,0,0
060730126003005,S000,2023,3,0,3,0
060730126003009,S000,2023,2,0,2,0
060730126004000,S000,2023,48,14,24,10
060730126004001,S000,2023,2,0,0,2
060730126004002,S000,2023,1,0,0,1
060730126004003,S000,2023,3,0,1,2
060730126004005,S000,2023,5,2,2,1
060730126004006,S000,2023,2,0,2,0
060730126004009,S000,2023,8,0,4,4
060730126004010,S000,2023,364,47,82,235
060730126004011,S000,2023,3,1,2,0
060730126004013,S000,2023,5,2,1,2
060730127001000,S000,2023,31,2,17,12
060730127001001,S000,2023,1952,106,298,1548
060730127001002,S000,2023,389,87,80,222
060730127001003,S000,2023,1128,403,511,214
060730127001004,S000,2023,28,0,1,27
060730127001005,S000,2023,2,2,0,0
060730127001006,S000,2023,4,1,1,2
060730127002000,S000,2023,71,22,38,11
060730127002001,S000,2023,3,1,2,0
060730127002002,S000,2023,5,1,4,0
060730127002003,S000,2023,17,0,8,9
060730127002004,S000,2023,99,9,23,67
060730127002005,S000,2023,15,1,6,8
060730127002006,S000,2023,24,4,2,18
060730127002007,S000,2023,13,3,7,3
060730127002008,S000,2023,72,16,38,18
060730127002009,S000,2023,39,1,14,24
060730127003000,S000,2023,233,35,68,130
060730127003001,S000,2023,18,5,5,8
060730128001000,S000,2023,7,5,1,1
060730128001001,S000,2023,5,0,1,4
060730128001003,S000,2023,16,3,6,7
060730128001004,S000,2023,16,6,8,2
060730128001005,S000,2023,9,0,1,8
060730128001007,S000,2023,5,0,0,5
060730128002000,S000,2023,58,4,27,27
060730128002003,S000,2023,6,1,1,4
060730128002004,S000,2023,1,0,0,1
060730128002005,S000,2023,4,0,1,3
060730128002006,S000,2023,2,0,2,0
060730128002007,S000,2023,2,0,2,0
060730128003000,S000,2023,103,35,44,24
060730128003001,S000,2023,17,3,6,8
060730128003002,S000,2023,190,14,28,148
060730128003003,S000,2023,1,0,1,0
060730128003004,S000,2023,1,0,1,0
060730128003006,S000,2023,173,32,82,59
060730128003007,S000,2023,6,0,3,3
060730129001000,S000,2023,17,7,3,7
060730129001001,S000,2023,5,0,5,0
060730129001002,S000,2023,1,1,0,0
060730129001004,S000,2023,3,0,3,0
060730129001005,S000,2023,31,6,14,11
060730129001006,S000,2023,89,5,12,72
060730129001008,S000,2023,4,2,2,0
060730129001011,S000,2023,2,2,0,0
060730129001012,S000,2023,13,3,4,6
060730129001013,S000,2023,4,2,2,0
060730129001014,S000,2023,605,65,204,336
060730129001016,S000,2023,1,0,0,1
060730129002000,S000,2023,2,0,2,0
060730129002001,S000,2023,1,0,0,1
060730129002002,S000,2023,4,0,3,1
060730129002005,S000,2023,2,1,1,0
060730129002006,S000,2023,2,0,1,1
060730129002007,S000,2023,7,2,2,3
060730129003000,S000,2023,9,4,2,3
060730129003002,S000,2023,12,1,7,4
060730129003003,S000,2023,2,0,2,0
060730129003004,S000,2023,3,3,0,0
060730129003006,S000,2023,4,0,1,3
060730129003007,S000,2023,61,8,14,39
060730129003010,S000,2023,8,3,0,5
060730129003011,S000,2023,29,4,8,17
060730129003012,S000,2023,320,48,96,176
060730130001000,S000,2023,53,2,0,51
060730130001001,S000,2023,13,0,3,10
060730130001002,S000,2023,25,3,12,10
060730130001003,S000,2023,18,8,10,0
060730130001004,S000,2023,4,1,3,0
060730130001006,S000,2023,495,55,124,316
060730130001007,S000,2023,10,4,5,1
060730130001008,S000,2023,25,2,18,5
060730130001009,S000,2023,4,0,3,1
060730130001010,S000,2023,1,1,0,0
060730130002000,S000,2023,105,15,37,53
060730130002001,S000,2023,1,0,1,0
060730130002003,S000,2023,1,1,0,0
060730130002004,S000,2023,4,1,1,2
060730130002007,S000,2023,1,0,0,1
060730130002008,S000,2023,3,2,1,0
060730130002009,S000,2023,2,0,2,0
060730130002010,S000,2023,2,2,0,0
060730130002011,S000,2023,86,29,29,28
060730130003000,S000,2023,308,47,110,151
060730130003001,S000,2023,202,16,33,153
060730130003002,S000,2023,2,0,2,0
060730130003003,S000,2023,3,1,0,2
060730130003004,S000,2023,6,1,4,1
060730130003005,S000,2023,4,1,3,0
060730130003008,S000,2023,161,21,51,89
060730130003009,S000,2023,4,1,3,0
060730130003012,S000,2023,4,0,0,4
060730130003013,S000,2023,3,3,0,0
060730130003014,S000,2023,65,12,39,14
060730130004001,S000,2023,87,26,53,8
060730130004003,S000,2023,1,1,0,0
060730130004004,S000,2023,63,16,35,12
060730130004005,S000,2023,1,0,0,1
060730130004008,S000,2023,19,6,10,3
060730130004009,S000,2023,1,0,1,0
060730130004010,S000,2023,7,3,0,4
060730131021000,S000,2023,106,27,37,42
060730131021002,S000,2023,4,0,1,3
060730131021004,S000,2023,1,0,1,0
060730131021005,S000,2023,2,0,2,0
060730131021007,S000,2023,2,2,0,0
060730131021008,S000,2023,110,33,50,27
060730131022000,S000,2023,285,37,54,194
060730131022001,S000,2023,40,11,18,11
060730131023000,S000,2023,8,1,3,4
060730131023002,S000,2023,19,2,11,6
060730131023003,S000,2023,740,151,341,248
060730131023004,S000,2023,29,9,16,4
060730131023005,S000,2023,3,0,3,0
060730131023006,S000,2023,5,2,3,0
060730131024001,S000,2023,59,14,13,32
060730131024002,S000,2023,2,2,0,0
060730131024003,S000,2023,7,3,3,1
060730131024004,S000,2023,26,9,12,5
060730131024006,S000,2023,3,1,2,0
060730131024007,S000,2023,4,0,3,1
060730131024008,S000,2023,2,2,0,0
060730131024009,S000,2023,3,0,3,0
060730131031000,S000,2023,114,19,53,42
060730131031003,S000,2023,450,46,123,281
060730131031004,S000,2023,155,6,59,90
060730131032000,S000,2023,522,22,56,444
060730131032001,S000,2023,2,2,0,0
060730131032002,S000,2023,92,20,32,40
060730131032004,S000,2023,12,1,3,8
060730131032005,S000,2023,91,12,42,37
060730131032006,S000,2023,2,1,1,0
060730131032007,S000,2023,6,3,2,1
060730131032009,S000,2023,4,1,1,2
060730131032010,S000,2023,59,28,17,14
060730131032011,S000,2023,1086,103,378,605
060730131032012,S000,2023,833,171,421,241
060730131041000,S000,2023,48,21,17,10
060730131041001,S000,2023,50,23,21,6
060730131042000,S000,2023,10,2,7,1
060730131042001,S000,2023,34,5,7,22
060730131042002,S000,2023,4,0,4,0
060730131042003,S000,2023,203,11,34,158
060730131042004,S000,2023,6,1,2,3
060730131043000,S000,2023,16,5,7,4
060730131043001,S000,2023,2118,196,420,1502
060730131043003,S000,2023,8,2,4,2
060730131044000,S000,2023,537,164,289,84
060730132031000,S000,2023,211,69,63,79
060730132031001,S000,2023,2,0,2,0
060730132031002,S000,2023,247,47,142,58
060730132031003,S000,2023,44,14,28,2
060730132032000,S000,2023,85,19,48,18
060730132032001,S000,2023,82,31,41,10
060730132033000,S000,2023,44,23,16,5
060730132033001,S000,2023,3,2,1,0
060730132033002,S000,2023,8,2,3,3
060730132034000,S000,2023,539,55,193,291
060730132035000,S000,2023,101,35,56,10
060730132041000,S000,2023,46,17,18,11
060730132041001,S000,2023,53,6,12,35
060730132041002,S000,2023,40,8,25,7
060730132041003,S000,2023,8,5,2,1
060730132041004,S000,2023,61,7,9,45
060730132042000,S000,2023,23,8,12,3
060730132043000,S000,2023,5,3,2,0
060730132043001,S000,2023,1,1,0,0
060730132043003,S000,2023,2,0,2,0
060730132043004,S000,2023,1,0,0,1
060730132043005,S000,2023,49,10,32,7
060730132043007,S000,2023,10,9,1,0
060730132043008,S000,2023,3,2,1,0
060730132043009,S000,2023,7,1,6,0
060730132043010,S000,2023,5,0,2,3
060730132043011,S000,2023,4,3,1,0
060730132043012,S000,2023,111,6,25,80
060730132043013,S000,2023,1,1,0,0
060730132043014,S000,2023,2,1,1,0
060730132043015,S000,2023,12,4,5,3
060730132043016,S000,2023,19,11,4,4
060730132043017,S000,2023,37,3,25,9
060730132043018,S000,2023,26,4,17,5
060730132051000,S000,2023,872,127,346,399
060730132051001,S000,2023,50,5,20,25
060730132051002,S000,2023,38,6,17,15
060730132051003,S000,2023,507,69,190,248
060730132051004,S000,2023,25,9,10,6
060730132051005,S000,2023,9,4,3,2
060730132051008,S000,2023,233,25,43,165
060730132051009,S000,2023,39,4,9,26
060730132051010,S000,2023,14,2,7,5
060730132051011,S000,2023,181,39,63,79
060730132051012,S000,2023,500,46,107,347
060730132051013,S000,2023,138,48,69,21
060730132051014,S000,2023,70,10,47,13
060730132051016,S000,2023,77,5,9,63
060730132051017,S000,2023,47,4,32,11
060730132051018,S000,2023,169,14,62,93
060730132051019,S000,2023,369,7,32,330
060730132051021,S000,2023,5,0,0,5
060730132061000,S000,2023,183,52,64,67
060730132061001,S000,2023,117,23,33,61
060730132061002,S000,2023,122,19,53,50
060730132062000,S000,2023,131,33,53,45
060730132063000,S000,2023,70,23,35,12
060730132063001,S000,2023,40,2,8,30
060730132063002,S000,2023,62,13,14,35
060730132063003,S000,2023,214,50,86,78
060730132063005,S000,2023,2,2,0,0
060730133011002,S000,2023,12,4,5,3
060730133011006,S000,2023,61,10,18,33
060730133011007,S000,2023,3,0,2,1
060730133011009,S000,2023,6,1,4,1
060730133011010,S000,2023,2,0,2,0
060730133011011,S000,2023,3,0,3,0
060730133011012,S000,2023,10,4,4,2
060730133011013,S000,2023,20,3,9,8
060730133011016,S000,2023,18,5,6,7
060730133011017,S000,2023,8,7,0,1
060730133011018,S000,2023,2,1,1,0
060730133011019,S000,2023,3,0,0,3
060730133011020,S000,2023,6,0,0,6
060730133011021,S000,2023,1,1,0,0
060730133011022,S000,2023,2,2,0,0
060730133011023,S000,2023,6,1,1,4
060730133012001,S000,2023,3,0,2,1
060730133012002,S000,2023,8,2,5,1
060730133012003,S000,2023,4,3,0,1
060730133012008,S000,2023,1,0,0,1
060730133012010,S000,2023,1,0,1,0
060730133012011,S000,2023,28,3,4,21
060730133012012,S000,2023,8,6,2,0
060730133012013,S000,2023,16,3,5,8
060730133012014,S000,2023,1,0,1,0
060730133012015,S000,2023,11,7,4,0
060730133012016,S000,2023,2,1,1,0
060730133012017,S000,2023,1,1,0,0
060730133012018,S000,2023,7,3,3,1
060730133021000,S000,2023,17,2,5,10
060730133021002,S000,2023,11,3,7,1
060730133021003,S000,2023,11,4,5,2
060730133021004,S000,2023,85,13,23,49
060730133021005,S000,2023,2,0,2,0
060730133021006,S000,2023,5,0,3,2
060730133021007,S000,2023,2,2,0,0
060730133021008,S000,2023,16,0,3,13
060730133021009,S000,2023,1,1,0,0
060730133021012,S000,2023,6,1,4,1
060730133021013,S000,2023,1,0,0,1
060730133021014,S000,2023,39,7,22,10
060730133021015,S000,2023,1,0,1,0
060730133022000,S000,2023,4,3,1,0
060730133022001,S000,2023,2,0,1,1
060730133022002,S000,2023,47,11,18,18
060730133022003,S000,2023,6,2,4,0
060730133022007,S000,2023,1,0,1,0
060730133022009,S000,2023,1,0,1,0
060730133022011,S000,2023,21,1,11,9
060730133022012,S000,2023,16,2,7,7
060730133022014,S000,2023,3,1,1,1
060730133022015,S000,2023,2,1,0,1
060730133022016,S000,2023,18,11,5,2
060730133022017,S000,2023,10,2,5,3
060730133031000,S000,2023,15,2,7,6
060730133031002,S000,2023,2,1,0,1
060730133031003,S000,2023,136,29,34,73
060730133031004,S000,2023,45,4,11,30
060730133031005,S000,2023,142,29,40,73
060730133031006,S000,2023,11,3,5,3
060730133031007,S000,2023,13,0,6,7
060730133032000,S000,2023,7,0,5,2
060730133032001,S000,2023,2,2,0,0
060730133032002,S000,2023,1,0,1,0
060730133032003,S000,2023,3,0,3,0
060730133032004,S000,2023,2379,128,235,2016
060730133032005,S000,2023,22,6,11,5
060730133032007,S000,2023,9,1,1,7
060730133032009,S000,2023,9,3,6,0
060730133032010,S000,2023,2,0,2,0
060730133033001,S000,2023,73,9,18,46
060730133033002,S000,2023,2,2,0,0
060730133033003,S000,2023,4,1,2,1
060730133033004,S000,2023,4,2,2,0
060730133033005,S000,2023,6,0,5,1
060730133033006,S000,2023,5,2,3,0
060730133033008,S000,2023,2,0,0,2
060730133033009,S000,2023,2,0,0,2
060730133061000,S000,2023,17,5,9,3
060730133061001,S000,2023,8,1,6,1
060730133061002,S000,2023,71,10,23,38
060730133061005,S000,2023,8,2,6,0
060730133062000,S000,2023,21,5,13,3
060730133062001,S000,2023,7,0,4,3
060730133062002,S000,2023,6,1,4,1
060730133062003,S000,2023,20,3,9,8
060730133062004,S000,2023,139,40,74,25
060730133062005,S000,2023,1,0,1,0
060730133062006,S000,2023,14,6,4,4
060730133071000,S000,2023,4,3,1,0
060730133071001,S000,2023,26,11,11,4
060730133071002,S000,2023,697,36,158,503
060730133071003,S000,2023,4,0,1,3
060730133071004,S000,2023,6,2,4,0
060730133072000,S000,2023,96,19,28,49
060730133072001,S000,2023,13,6,6,1
060730133072002,S000,2023,21,3,6,12
060730133072003,S000,2023,92,11,43,38
060730133072004,S000,2023,4,0,4,0
060730133072006,S000,2023,10,3,4,3
060730133072007,S000,2023,4,1,3,0
060730133072009,S000,2023,2,0,2,0
060730133072010,S000,2023,4,1,2,1
060730133081001,S000,2023,83,22,44,17
060730133081002,S000,2023,64,8,45,11
060730133082000,S000,2023,4,3,1,0
060730133082001,S000,2023,11,4,2,5
060730133082002,S000,2023,15,8,4,3
060730133082003,S000,2023,817,89,288,440
060730133082006,S000,2023,14,2,5,7
060730133091000,S000,2023,23,9,10,4
060730133091001,S000,2023,11,1,4,6
060730133091002,S000,2023,2,0,2,0
060730133091003,S000,2023,1,0,1,0
060730133091004,S000,2023,6,0,3,3
060730133091005,S000,2023,3,3,0,0
060730133091008,S000,2023,3,1,1,1
060730133092000,S000,2023,55,9,23,23
060730133092002,S000,2023,3,2,1,0
060730133092003,S000,2023,1,1,0,0
060730133092004,S000,2023,4,0,4,0
060730133092005,S000,2023,11,5,5,1
060730133092006,S000,2023,6,0,0,6
060730133092008,S000,2023,17,1,6,10
060730133093000,S000,2023,1,0,1,0
060730133093001,S000,2023,13,2,5,6
060730133093003,S000,2023,21,5,7,9
060730133093004,S000,2023,1,0,0,1
060730133093006,S000,2023,2,0,0,2
060730133093007,S000,2023,5,4,0,1
060730133094000,S000,2023,61,9,14,38
060730133094001,S000,2023,1,0,1,0
060730133094002,S000,2023,17,3,8,6
060730133094003,S000,2023,1,0,0,1
060730133094006,S000,2023,2,0,0,2
060730133094008,S000,2023,4,0,1,3
060730133094009,S000,2023,1,1,0,0
060730133094010,S000,2023,4,0,2,2
060730133094011,S000,2023,2,1,1,0
060730133095000,S000,2023,9,0,7,2
060730133095001,S000,2023,14,1,0,13
060730133095002,S000,2023,2,0,2,0
060730133095003,S000,2023,1,0,1,0
060730133095004,S000,2023,1,1,0,0
060730133095005,S000,2023,16,2,4,10
060730133095006,S000,2023,24,2,6,16
060730133095007,S000,2023,6,0,5,1
060730133121000,S000,2023,2,2,0,0
060730133121001,S000,2023,60,9,21,30
060730133121002,S000,2023,3,2,0,1
060730133121004,S000,2023,1,1,0,0
060730133121007,S000,2023,4,0,3,1
060730133122000,S000,2023,3,1,2,0
060730133122002,S000,2023,190,10,26,154
060730133122003,S000,2023,5,4,1,0
060730133151000,S000,2023,530,115,256,159
060730133151001,S000,2023,1,1,0,0
060730133151002,S000,2023,11,4,5,2
060730133151003,S000,2023,1,0,1,0
060730133151004,S000,2023,7,1,4,2
060730133151006,S000,2023,2,1,0,1
060730133151007,S000,2023,4,1,0,3
060730133151011,S000,2023,9,3,6,0
060730133151012,S000,2023,9,3,4,2
060730133152001,S000,2023,1,0,1,0
060730133152002,S000,2023,2,0,1,1
060730133152003,S000,2023,22,4,4,14
060730133152004,S000,2023,5,0,0,5
060730133161000,S000,2023,29,5,13,11
060730133161004,S000,2023,3,1,0,2
060730133161005,S000,2023,11,2,6,3
060730133161006,S000,2023,1,1,0,0
060730133161007,S000,2023,63,2,4,57
060730133161008,S000,2023,2,2,0,0
060730133162000,S000,2023,663,117,364,182
060730133162001,S000,2023,323,34,65,224
060730133162007,S000,2023,2,0,0,2
060730133162010,S000,2023,5,2,3,0
060730133163001,S000,2023,19,4,5,10
060730133163003,S000,2023,102,33,31,38
060730133163004,S000,2023,4,1,0,3
060730133163006,S000,2023,3,0,2,1
060730133163007,S000,2023,1,0,1,0
060730133163008,S000,2023,8,2,4,2
060730133163009,S000,2023,3,0,1,2
060730133163010,S000,2023,1,0,1,0
060730133164001,S000,2023,307,118,123,66
060730133164002,S000,2023,3,2,1,0
060730133164005,S000,2023,1,0,0,1
060730133164006,S000,2023,14,1,3,10
060730133171000,S000,2023,36,2,6,28
060730133171001,S000,2023,171,24,34,113
060730133171005,S000,2023,1,0,1,0
060730133171006,S000,2023,2,2,0,0
060730133171012,S000,2023,1,1,0,0
060730133171015,S000,2023,1,0,1,0
060730133171024,S000,2023,42,1,3,38
060730134183000,S000,2023,2,0,0,2
060730134183002,S000,2023,15,7,8,0
060730134183003,S000,2023,1,1,0,0
060730134183004,S000,2023,1,0,0,1
060730134184000,S000,2023,1,0,0,1
060730134184001,S000,2023,7,1,6,0
060730134184002,S000,2023,6,0,3,3
060730134184003,S000,2023,3,0,0,3
060730134184004,S000,2023,1,0,1,0
060730134201000,S000,2023,315,147,93,75
060730134201001,S000,2023,20,0,5,15
060730134202000,S000,2023,5,2,1,2
060730134202001,S000,2023,6,3,3,0
060730134202002,S000,2023,4,3,0,1
060730134202003,S000,2023,111,16,26,69
060730134202004,S000,2023,5,1,3,1
060730134202006,S000,2023,1492,224,534,734
060730134202007,S000,2023,641,62,213,366
060730134202008,S000,2023,1,0,1,0
060730134211000,S000,2023,5,4,1,0
060730134211001,S000,2023,3,0,2,1
060730134211002,S000,2023,2,0,2,0
060730134211003,S000,2023,80,10,28,42
060730134212000,S000,2023,8,3,2,3
060730134212002,S000,2023,7,1,2,4
060730134212003,S000,2023,21,5,10,6
060730134212004,S000,2023,5,2,0,3
060730134212005,S000,2023,37,5,7,25
060730134212006,S000,2023,22,6,11,5
060730134212007,S000,2023,1,0,0,1
060730134212008,S000,2023,10,0,6,4
060730134213000,S000,2023,532,127,196,209
060730134213005,S000,2023,4,2,1,1
060730134221000,S000,2023,4,0,4,0
060730134221001,S000,2023,27,3,6,18
060730134221002,S000,2023,6,4,0,2
060730134221003,S000,2023,3,1,2,0
060730134221004,S000,2023,4,0,3,1
060730134221006,S000,2023,33,9,17,7
060730134222000,S000,2023,167,35,64,68
060730134222001,S000,2023,220,61,83,76
060730134223000,S000,2023,11,4,4,3
060730134223001,S000,2023,90,15,35,40
060730134223003,S000,2023,4,3,0,1
060730134223004,S000,2023,4,4,0,0
060730134223006,S000,2023,3,3,0,0
060730134223007,S000,2023,64,20,32,12
060730134223010,S000,2023,7,7,0,0
060730134223011,S000,2023,2,0,2,0
060730134223012,S000,2023,1,0,0,1
060730134231000,S000,2023,19,3,12,4
060730134231001,S000,2023,70,15,16,39
060730134231003,S000,2023,4,4,0,0
060730134231005,S000,2023,2,1,1,0
060730134231007,S000,2023,2,0,2,0
060730134231009,S000,2023,1,1,0,0
060730134231014,S000,2023,7,3,0,4
060730134231015,S000,2023,1,0,1,0
060730134232019,S000,2023,50,3,6,41
060730134232021,S000,2023,1,1,0,0
060730134232023,S000,2023,1,0,1,0
060730134232029,S000,2023,8,1,6,1
060730134232030,S000,2023,8,1,2,5
060730134232031,S000,2023,13,4,7,2
060730134232032,S000,2023,3,0,2,1
060730134232034,S000,2023,6,0,0,6
060730134241000,S000,2023,6,3,1,2
060730134241001,S000,2023,2,2,0,0
