w_geocode,segment,year,C000,CE01,CE02,CE03
060730201061002,S000,2023,48,8,15,25
060730201061003,S000,2023,2,0,1,1
060730201061009,S000,2023,4,0,3,1
060730201061010,S000,2023,38,11,11,16
060730201061011,S000,2023,9,2,7,0
060730201061012,S000,2023,2,0,0,2
060730201061013,S000,2023,8,2,4,2
060730201062000,S000,2023,28,4,10,14
060730201062001,S000,2023,1,1,0,0
060730201062002,S000,2023,3,1,2,0
060730201062003,S000,2023,22,10,7,5
060730201062004,S000,2023,32,12,14,6
060730201062005,S000,2023,9,0,3,6
060730201071000,S000,2023,12,1,4,7
060730201071003,S000,2023,16,0,4,12
060730201071004,S000,2023,97,15,23,59
060730201071007,S000,2023,5,2,3,0
060730201071009,S000,2023,1,0,0,1
060730201071010,S000,2023,2,1,1,0
060730201071012,S000,2023,1,0,0,1
060730201071013,S000,2023,1,0,1,0
060730201071014,S000,2023,18,6,5,7
060730201071015,S000,2023,11,1,3,7
060730201071016,S000,2023,4,1,0,3
060730201072000,S000,2023,13,0,10,3
060730201072001,S000,2023,24,3,8,13
060730201072003,S000,2023,82,15,21,46
060730201081000,S000,2023,96,40,40,16
060730201081001,S000,2023,254,29,63,162
060730201081002,S000,2023,4,0,4,0
060730201081003,S000,2023,3,1,1,1
060730201082000,S000,2023,76,15,37,24
060730201083000,S000,2023,47,21,20,6
060730201084000,S000,2023,28,6,15,7
060730201084001,S000,2023,6,1,0,5
060730201084003,S000,2023,4,2,2,0
060730201084004,S000,2023,3,0,1,2
060730201091000,S000,2023,3,0,2,1
060730201091004,S000,2023,20,0,6,14
060730201091005,S000,2023,7,1,5,1
060730201091006,S000,2023,10,0,2,8
060730201091007,S000,2023,6,3,1,2
060730201092000,S000,2023,1,0,0,1
060730201092001,S000,2023,2,0,2,0
060730201092002,S000,2023,6,1,5,0
060730201092003,S000,2023,13,5,6,2
060730201092004,S000,2023,2,2,0,0
060730201092007,S000,2023,3,0,2,1
060730201093000,S000,2023,7,2,3,2
060730201093002,S000,2023,19,1,5,13
060730201093003,S000,2023,47,5,11,31
060730201094000,S000,2023,2,2,0,0
060730201094001,S000,2023,13,5,0,8
060730201094002,S000,2023,2,1,1,0
060730201094007,S000,2023,5,0,3,2
060730201094008,S000,2023,11,3,5,3
060730201094010,S000,2023,3,1,1,1
060730201094013,S000,2023,2,0,2,0
060730201101002,S000,2023,8,0,5,3
060730201101004,S000,2023,3,0,0,3
060730201101006,S000,2023,5,2,2,1
060730201101008,S000,2023,5,0,4,1
060730201101010,S000,2023,3,1,2,0
060730201101011,S000,2023,3,3,0,0
060730201101016,S000,2023,1,0,0,1
060730201101021,S000,2023,11,3,1,7
060730201101023,S000,2023,2,1,1,0
060730201101025,S000,2023,5,0,1,4
060730201101030,S000,2023,5,0,4,1
060730201101031,S000,2023,26,10,9,7
060730201101032,S000,2023,1,0,1,0
060730201101033,S000,2023,2,0,2,0
060730201101038,S000,2023,5,0,3,2
060730201101039,S000,2023,15,9,6,0
060730201101040,S000,2023,6,0,0,6
060730201101041,S000,2023,1,0,1,0
060730201101042,S000,2023,5,0,1,4
060730201101044,S000,2023,7,4,2,1
060730201101045,S000,2023,3,1,0,2
060730201102002,S000,2023,2,1,1,0
060730201102005,S000,2023,10,5,0,5
060730201102006,S000,2023,6,2,1,3
060730201102007,S000,2023,9,2,5,2
060730201102008,S000,2023,4,2,0,2
060730201102009,S000,2023,10,5,5,0
060730201102010,S000,2023,1,0,1,0
060730201102011,S000,2023,4,2,0,2
060730201102013,S000,2023,4,3,1,0
060730201102014,S000,2023,2,0,2,0
060730201102016,S000,2023,7,6,0,1
060730201102017,S000,2023,3,1,2,0
060730201102018,S000,2023,10,0,9,1
060730201102019,S000,2023,4,0,2,2
060730201102020,S000,2023,2,2,0,0
060730201102021,S000,2023,31,13,12,6
060730201102022,S000,2023,65,8,10,47
060730201102025,S000,2023,21,4,10,7
060730201102027,S000,2023,2,1,1,0
060730201103000,S000,2023,1,1,0,0
060730201103001,S000,2023,2,0,0,2
060730201103002,S000,2023,1,0,1,0
060730201103005,S000,2023,1,0,1,0
060730201103006,S000,2023,1,0,1,0
060730201103007,S000,2023,3,0,0,3
060730201103008,S000,2023,75,16,32,27
060730201103010,S000,2023,3,0,1,2
060730201103012,S000,2023,5,2,2,1
060730201103019,S000,2023,2,0,2,0
060730201103020,S000,2023,88,28,52,8
060730201103022,S000,2023,2,0,2,0
060730201103023,S000,2023,7,1,4,2
060730201103025,S000,2023,8,2,5,1
060730201103034,S000,2023,89,5,14,70
060730201103049,S000,2023,24,5,8,11
060730201103051,S000,2023,5,1,2,2
060730201111000,S000,2023,3,0,2,1
060730201111001,S000,2023,48,10,14,24
060730201111002,S000,2023,1,0,0,1
060730201111003,S000,2023,3,1,2,0
060730201111007,S000,2023,1,0,0,1
060730201111010,S000,2023,46,5,14,27
060730201111013,S000,2023,4,0,2,2
060730201111014,S000,2023,24,3,5,16
060730201111015,S000,2023,16,5,9,2
060730201111016,S000,2023,11,2,7,2
060730201111017,S000,2023,25,15,7,3
060730201111018,S000,2023,35,6,3,26
060730201112000,S000,2023,18,5,5,8
060730201112002,S000,2023,2,0,1,1
060730201112004,S000,2023,41,11,11,19
060730201112008,S000,2023,2,2,0,0
060730201112009,S000,2023,20,4,1,15
060730201112012,S000,2023,20,2,6,12
060730201112015,S000,2023,22,3,14,5
060730201112016,S000,2023,1,0,0,1
060730201112020,S000,2023,4,1,0,3
060730201113003,S000,2023,13,6,5,2
060730201113004,S000,2023,4,2,1,1
060730201113005,S000,2023,9,4,2,3
060730201113006,S000,2023,4,3,1,0
060730201113007,S000,2023,14,8,3,3
060730201113010,S000,2023,3,2,0,1
060730201113011,S000,2023,1,1,0,0
060730202021000,S000,2023,101,18,22,61
060730202021001,S000,2023,1,0,1,0
060730202021002,S000,2023,2,0,0,2
060730202021003,S000,2023,3,1,0,2
060730202021004,S000,2023,12,1,6,5
060730202021005,S000,2023,23,9,13,1
060730202022000,S000,2023,157,32,51,74
060730202022001,S000,2023,6,0,3,3
060730202022002,S000,2023,62,10,22,30
060730202022003,S000,2023,74,22,46,6
060730202022004,S000,2023,12,2,8,2
060730202022005,S000,2023,51,7,8,36
060730202022006,S000,2023,337,26,204,107
060730202022007,S000,2023,28,6,22,0
060730202022008,S000,2023,96,14,52,30
060730202022009,S000,2023,45,9,10,26
060730202022010,S000,2023,45,17,17,11
060730202022011,S000,2023,31,4,11,16
060730202022012,S000,2023,3,2,1,0
060730202022013,S000,2023,89,2,34,53
060730202022014,S000,2023,65,18,21,26
060730202022015,S000,2023,37,2,6,29
060730202022016,S000,2023,34,7,5,22
060730202022017,S000,2023,18,2,6,10
060730202022018,S000,2023,12,1,8,3
060730202022019,S000,2023,11,3,7,1
060730202022020,S000,2023,119,20,34,65
060730202022021,S000,2023,38,7,7,24
060730202023000,S000,2023,11,0,3,8
060730202023001,S000,2023,8,1,5,2
060730202024000,S000,2023,3,0,3,0
060730202024001,S000,2023,4,1,3,0
060730202024002,S000,2023,7,0,3,4
060730202024003,S000,2023,3,1,2,0
060730202061000,S000,2023,4,0,0,4
060730202061001,S000,2023,2,0,2,0
060730202061002,S000,2023,2,0,1,1
060730202061004,S000,2023,9,2,3,4
060730202061006,S000,2023,56,6,15,35
060730202062000,S000,2023,6,1,0,5
060730202062001,S000,2023,4,0,3,1
060730202062002,S000,2023,6,0,0,6
060730202062003,S000,2023,1,0,0,1
060730202062004,S000,2023,9,4,2,3
060730202062006,S000,2023,2,2,0,0
060730202062007,S000,2023,1,0,0,1
060730202063000,S000,2023,43,11,22,10
060730202063001,S000,2023,2,2,0,0
060730202071000,S000,2023,108,21,42,45
060730202072000,S000,2023,291,40,109,142
060730202072001,S000,2023,2,0,2,0
060730202072002,S000,2023,340,71,120,149
060730202072004,S000,2023,5,3,2,0
060730202072006,S000,2023,1,0,1,0
060730202072007,S000,2023,6,0,3,3
060730202081000,S000,2023,2,2,0,0
060730202081001,S000,2023,7,2,2,3
060730202081002,S000,2023,14,0,5,9
060730202081003,S000,2023,1,0,0,1
060730202081004,S000,2023,70,6,15,49
060730202081005,S000,2023,7,2,5,0
060730202081006,S000,2023,2,0,2,0
060730202081008,S000,2023,1,1,0,0
060730202081009,S000,2023,10,1,5,4
060730202081010,S000,2023,1,1,0,0
060730202081011,S000,2023,3,3,0,0
060730202081012,S000,2023,10,1,8,1
060730202081015,S000,2023,4,2,2,0
060730202091000,S000,2023,4,1,3,0
060730202091001,S000,2023,129,50,71,8
060730202091003,S000,2023,2,2,0,0
060730202092000,S000,2023,617,96,230,291
060730202093000,S000,2023,6,0,3,3
060730202093001,S000,2023,3,0,2,1
060730202093002,S000,2023,10,1,6,3
060730202101001,S000,2023,9,3,3,3
060730202101002,S000,2023,10,0,6,4
060730202101004,S000,2023,4,2,1,1
060730202101006,S000,2023,4,0,1,3
060730202102000,S000,2023,2,2,0,0
060730202102001,S000,2023,16,7,7,2
060730202102003,S000,2023,173,40,70,63
060730202102005,S000,2023,9,3,2,4
060730202111002,S000,2023,2,2,0,0
060730202111004,S000,2023,7,0,5,2
060730202111006,S000,2023,42,6,8,28
060730202111009,S000,2023,1,1,0,0
060730202112000,S000,2023,4,0,4,0
060730202112002,S000,2023,92,16,49,27
060730202112003,S000,2023,14,1,3,10
060730202112004,S000,2023,1,1,0,0
060730202112006,S000,2023,1,0,0,1
060730202112007,S000,2023,4,0,3,1
060730202112009,S000,2023,160,45,73,42
060730202112010,S000,2023,6,3,2,1
060730202112013,S000,2023,2,0,0,2
060730202112016,S000,2023,4,2,2,0
060730202112017,S000,2023,3,3,0,0
060730202112018,S000,2023,8,1,7,0
060730202112019,S000,2023,1087,194,503,390
060730202112020,S000,2023,173,35,100,38
060730202112021,S000,2023,10,1,6,3
060730202113000,S000,2023,54,7,25,22
060730202113002,S000,2023,1,0,1,0
060730202114000,S000,2023,15,3,5,7
060730202131000,S000,2023,119,22,56,41
060730202131001,S000,2023,9,2,0,7
060730202132000,S000,2023,21,3,11,7
060730202132001,S000,2023,100,12,45,43
060730202133000,S000,2023,6,3,1,2
060730202133002,S000,2023,3,0,3,0
060730202141000,S000,2023,226,46,52,128
060730202141001,S000,2023,76,9,8,59
060730202141002,S000,2023,562,138,235,189
060730202141003,S000,2023,279,70,143,66
060730202141004,S000,2023,124,18,34,72
060730202142000,S000,2023,91,16,25,50
060730202142002,S000,2023,99,4,22,73
060730202142003,S000,2023,322,29,126,167
060730202142004,S000,2023,109,11,16,82
060730202142007,S000,2023,5,0,0,5
060730202142008,S000,2023,171,15,47,109
060730202142009,S000,2023,167,61,71,35
060730202143000,S000,2023,144,21,61,62
060730202143001,S000,2023,640,91,130,419
060730202143003,S000,2023,969,110,147,712
060730202143004,S000,2023,39,11,14,14
060730202143005,S000,2023,1,1,0,0
060730202143009,S000,2023,27,1,6,20
060730202143010,S000,2023,36,11,12,13
060730202143011,S000,2023,20,8,5,7
060730202143012,S000,2023,155,55,65,35
060730202143013,S000,2023,119,25,27,67
060730202143014,S000,2023,125,59,38,28
060730202143015,S000,2023,146,46,40,60
060730202143016,S000,2023,139,45,22,72
060730202143017,S000,2023,184,53,85,46
060730202143018,S000,2023,36,4,22,10
060730202143019,S000,2023,34,1,6,27
060730202143020,S000,2023,155,43,71,41
060730202143021,S000,2023,55,0,5,50
060730202143022,S000,2023,58,18,21,19
060730202143023,S000,2023,68,12,16,40
060730202143024,S000,2023,138,8,42,88
060730202144000,S000,2023,16,1,8,7
060730202144001,S000,2023,8,2,4,2
060730202144002,S000,2023,70,9,20,41
060730202144003,S000,2023,99,16,32,51
060730202144004,S000,2023,97,8,64,25
060730202144005,S000,2023,16,1,7,8
060730202144006,S000,2023,44,6,14,24
060730202144007,S000,2023,16,11,4,1
060730203041003,S000,2023,19,2,8,9
060730203041005,S000,2023,1,1,0,0
060730203041007,S000,2023,1,0,1,0
060730203041009,S000,2023,2,1,0,1
060730203041013,S000,2023,5,3,2,0
060730203041014,S000,2023,1,0,1,0
060730203041020,S000,2023,13,1,4,8
060730203041021,S000,2023,6,0,3,3
060730203041025,S000,2023,3,0,3,0
060730203041026,S000,2023,8,2,3,3
060730203041028,S000,2023,3,1,0,2
060730203042000,S000,2023,7,3,2,2
060730203042002,S000,2023,4,0,3,1
060730203042003,S000,2023,2,0,1,1
060730203042004,S000,2023,2,0,0,2
060730203043002,S000,2023,5,1,4,0
060730203043003,S000,2023,2,0,2,0
060730203043005,S000,2023,5,0,1,4
060730203043006,S000,2023,3,1,0,2
060730203043007,S000,2023,6,0,4,2
060730203043010,S000,2023,2,0,0,2
060730203043011,S000,2023,22,7,7,8
060730203043012,S000,2023,2,0,2,0
060730203044004,S000,2023,1,0,1,0
060730203044005,S000,2023,402,38,148,216
060730203044007,S000,2023,2,0,2,0
060730203044008,S000,2023,8,2,6,0
060730203044009,S000,2023,1,0,1,0
060730203044011,S000,2023,24,4,3,17
060730203044012,S000,2023,2,0,0,2
060730203044013,S000,2023,246,19,98,129
060730203044015,S000,2023,17,2,11,4
060730203044018,S000,2023,35,3,12,20
060730203044019,S000,2023,3,0,0,3
060730203044022,S000,2023,2,0,2,0
060730203044026,S000,2023,5,1,2,2
060730203044027,S000,2023,2,0,1,1
060730203051000,S000,2023,61,14,16,31
060730203051002,S000,2023,2,2,0,0
060730203051003,S000,2023,2,0,2,0
060730203051004,S000,2023,12,2,1,9
060730203051005,S000,2023,33,6,3,24
060730203051009,S000,2023,38,13,15,10
060730203051013,S000,2023,50,18,20,12
060730203051015,S000,2023,12,2,4,6
060730203051016,S000,2023,10,3,2,5
060730203051018,S000,2023,6,4,0,2
060730203052001,S000,2023,4,1,3,0
060730203052002,S000,2023,318,51,144,123
060730203052003,S000,2023,2,2,0,0
060730203052004,S000,2023,1,0,1,0
060730203052010,S000,2023,63,2,5,56
060730203052011,S000,2023,487,110,198,179
060730203052013,S000,2023,9,0,4,5
060730203053000,S000,2023,36,22,8,6
060730203053001,S000,2023,56,10,28,18
060730203053002,S000,2023,2,0,1,1
060730203053003,S000,2023,6,1,4,1
060730203081000,S000,2023,150,42,71,37
060730203082000,S000,2023,8,7,1,0
060730203082001,S000,2023,2,1,0,1
060730203082002,S000,2023,4,0,4,0
060730203083000,S000,2023,193,48,72,73
060730203083001,S000,2023,3,0,3,0
060730203091000,S000,2023,107,11,24,72
060730203091003,S000,2023,30,6,9,15
060730203091004,S000,2023,5,0,1,4
060730203091005,S000,2023,5,0,1,4
060730203091006,S000,2023,8,1,2,5
060730203091008,S000,2023,6,2,1,3
060730203091010,S000,2023,2,0,1,1
060730203091011,S000,2023,1,0,0,1
060730203091012,S000,2023,323,61,133,129
060730203091016,S000,2023,37,4,13,20
060730203091019,S000,2023,8,3,3,2
060730203091020,S000,2023,8,1,3,4
060730203091022,S000,2023,1,1,0,0
060730203091023,S000,2023,111,21,75,15
060730203091024,S000,2023,237,8,63,166
060730203091025,S000,2023,363,63,78,222
060730203092001,S000,2023,1,0,1,0
060730203092005,S000,2023,6,3,1,2
060730203092008,S000,2023,4,2,2,0
060730203092009,S000,2023,54,5,19,30
060730203092016,S000,2023,1,0,0,1
060730203101000,S000,2023,35,4,11,20
060730203101001,S000,2023,67,6,20,41
060730203101002,S000,2023,399,45,60,294
060730203101003,S000,2023,264,5,34,225
060730203101004,S000,2023,56,4,7,45
060730203101006,S000,2023,129,2,16,111
060730203101007,S000,2023,175,4,18,153
060730203101008,S000,2023,48,13,20,15
060730203101009,S000,2023,93,35,12,46
060730203101010,S000,2023,82,24,34,24
060730203101014,S000,2023,31,2,2,27
060730203101015,S000,2023,2403,428,349,1626
060730203101016,S000,2023,19,3,10,6
060730203101017,S000,2023,69,15,31,23
060730203101020,S000,2023,2,0,2,0
060730203101021,S000,2023,15,6,5,4
060730203101023,S000,2023,2,0,1,1
060730203101024,S000,2023,7,0,2,5
060730203101025,S000,2023,7,0,2,5
060730203101027,S000,2023,28,16,3,9
060730203102000,S000,2023,1,1,0,0
060730203102001,S000,2023,24,4,5,15
060730203102005,S000,2023,17,1,6,10
060730203102007,S000,2023,1,1,0,0
060730203103001,S000,2023,96,30,27,39
060730203103002,S000,2023,14,4,5,5
060730203103003,S000,2023,1,0,1,0
060730203103004,S000,2023,1,0,0,1
060730203103005,S000,2023,6,1,2,3
060730203111000,S000,2023,55,0,3,52
060730203111002,S000,2023,80,1,17,62
060730203111003,S000,2023,16,6,10,0
060730203111007,S000,2023,1,0,0,1
060730203111010,S000,2023,1375,73,191,1111
060730203111012,S000,2023,20,0,0,20
060730203111013,S000,2023,1080,175,125,780
060730203111016,S000,2023,6,2,0,4
060730203111018,S000,2023,29,2,7,20
060730203111020,S000,2023,4,0,0,4
060730203111022,S000,2023,18,6,4,8
060730203111024,S000,2023,17,8,5,4
060730203111027,S000,2023,582,30,59,493
060730203111028,S000,2023,630,26,97,507
060730203111029,S000,2023,7,3,0,4
060730203111030,S000,2023,1,0,0,1
060730203111031,S000,2023,2,2,0,0
060730203112000,S000,2023,2,0,0,2
060730203112001,S000,2023,8,3,2,3
060730203112002,S000,2023,43,29,8,6
060730203112005,S000,2023,12,5,7,0
060730203112006,S000,2023,53,1,2,50
060730203112010,S000,2023,2,0,0,2
060730203112011,S000,2023,15,1,3,11
060730203112013,S000,2023,2,0,0,2
060730203112014,S000,2023,8,3,3,2
060730203112015,S000,2023,19,2,3,14
060730203112019,S000,2023,1,1,0,0
060730203112021,S000,2023,6,0,4,2
060730203112027,S000,2023,1,1,0,0
060730203112032,S000,2023,5,3,0,2
060730203121000,S000,2023,15,3,10,2
060730203121003,S000,2023,8,4,3,1
060730203121004,S000,2023,1,1,0,0
060730203121005,S000,2023,2,2,0,0
060730203121007,S000,2023,14,2,8,4
060730203121009,S000,2023,8,4,2,2
060730203121010,S000,2023,1,0,1,0
060730203121012,S000,2023,6,1,3,2
060730203121013,S000,2023,1,0,1,0
060730203121015,S000,2023,2,0,0,2
060730203121016,S000,2023,23,2,4,17
060730203121017,S000,2023,1,0,0,1
060730203122000,S000,2023,77,17,18,42
060730203122001,S000,2023,8,3,4,1
060730203122002,S000,2023,70,16,33,21
060730203131000,S000,2023,358,69,153,136
060730203131001,S000,2023,262,18,42,202
060730203131002,S000,2023,268,50,87,131
060730203131003,S000,2023,67,5,35,27
060730203131004,S000,2023,59,5,15,39
060730203131005,S000,2023,7,2,1,4
060730203131006,S000,2023,100,9,25,66
060730203131007,S000,2023,357,23,76,258
060730203131008,S000,2023,179,5,30,144
060730203131009,S000,2023,9,2,3,4
060730203131012,S000,2023,15,1,7,7
060730203131013,S000,2023,52,4,16,32
060730203131015,S000,2023,59,3,23,33
060730203131017,S000,2023,9,0,4,5
060730203131018,S000,2023,380,24,47,309
060730203131019,S000,2023,47,2,10,35
060730203131020,S000,2023,951,73,191,687
060730203131021,S000,2023,8,0,1,7
060730203131022,S000,2023,3223,202,596,2425
060730203131023,S000,2023,275,18,56,201
060730203131024,S000,2023,311,26,67,218
060730203131025,S000,2023,106,12,16,78
060730203131026,S000,2023,182,23,38,121
060730203131027,S000,2023,641,72,149,420
060730203131028,S000,2023,706,106,201,399
060730203131029,S000,2023,1057,42,241,774
060730203131030,S000,2023,20,0,4,16
060730203131031,S000,2023,35,6,10,19
060730203131032,S000,2023,67,4,14,49
060730203131033,S000,2023,510,84,240,186
060730203131037,S000,2023,190,11,22,157
060730203131038,S000,2023,223,48,72,103
060730203131039,S000,2023,3,1,2,0
060730203131040,S000,2023,86,11,26,49
060730203131041,S000,2023,72,6,28,38
060730203131042,S000,2023,70,3,6,61
060730203131043,S000,2023,81,31,38,12
060730203131044,S000,2023,7,0,5,2
060730203131045,S000,2023,10,2,6,2
060730203131047,S000,2023,2896,339,444,2113
060730203131049,S000,2023,4,2,1,1
060730203131050,S000,2023,175,14,52,109
060730203131052,S000,2023,11,0,2,9
060730203131054,S000,2023,18,4,6,8
060730203131055,S000,2023,1,0,0,1
060730203131057,S000,2023,1,0,0,1
060730203131060,S000,2023,2,0,1,1
060730203131061,S000,2023,12,2,3,7
060730203131062,S000,2023,4,1,0,3
060730203131063,S000,2023,38,6,5,27
060730203131064,S000,2023,131,17,39,75
060730203131065,S000,2023,10,0,3,7
060730203131070,S000,2023,269,19,74,176
060730203131071,S000,2023,1770,84,140,1546
060730203131072,S000,2023,75,7,14,54
060730203131073,S000,2023,222,76,73,73
060730203131075,S000,2023,5,3,0,2
060730203132000,S000,2023,471,29,56,386
060730203132001,S000,2023,94,7,16,71
060730203132002,S000,2023,408,73,122,213
060730203132003,S000,2023,1,0,1,0
060730203132004,S000,2023,1,1,0,0
060730203132005,S000,2023,296,32,125,139
060730204011000,S000,2023,1,0,0,1
060730204011001,S000,2023,2,0,2,0
060730204011002,S000,2023,25,4,7,14
060730204011003,S000,2023,3,0,0,3
060730204011004,S000,2023,34,9,7,18
060730204011005,S000,2023,3,1,1,1
060730204012000,S000,2023,36,7,16,13
060730204012006,S000,2023,2,2,0,0
060730204012011,S000,2023,1,0,1,0
060730204012029,S000,2023,10,3,3,4
060730204012032,S000,2023,2,0,2,0
060730204012037,S000,2023,9,4,3,2
060730204012044,S000,2023,753,40,68,645
060730204012047,S000,2023,17,4,6,7
060730204012050,S000,2023,2,0,0,2
060730204012056,S000,2023,5,1,4,0
060730204012059,S000,2023,6,3,2,1
060730204031000,S000,2023,53,10,21,22
060730204031003,S000,2023,29,2,19,8
060730204031004,S000,2023,87,15,38,34
060730204031005,S000,2023,258,9,22,227
060730204032000,S000,2023,516,97,238,181
060730204032001,S000,2023,7,5,0,2
060730204032002,S000,2023,80,5,22,53
060730204032004,S000,2023,4,0,3,1
060730204032006,S000,2023,2,0,2,0
060730204032007,S000,2023,13,4,4,5
060730204032009,S000,2023,5,0,3,2
060730204032011,S000,2023,3,1,2,0
060730204032012,S000,2023,1,0,0,1
060730204032014,S000,2023,39,6,11,22
060730204032015,S000,2023,63,9,20,34
060730204032016,S000,2023,227,93,81,53
060730204032018,S000,2023,15,3,3,9
060730204032020,S000,2023,139,6,37,96
060730204032021,S000,2023,2,0,0,2
060730204041000,S000,2023,46,15,15,16
060730204041001,S000,2023,2,2,0,0
060730204041003,S000,2023,12,2,8,2
