date,trip_count
2023-04-20,10680
2023-04-21,9915
2023-04-22,6804
2023-04-23,5653
2023-04-24,9254
2023-04-25,10081
2023-04-26,10611
2023-04-27,10659
2023-04-28,10455
2023-04-29,7412
2023-04-30,5862
2023-05-01,10742
2023-05-02,11929
2023-05-03,12689
2023-05-04,12194
2023-05-05,11779
2023-05-06,8482
2023-05-07,6837
2023-05-08,11175
2023-05-09,11757
2023-05-10,12400
2023-05-11,12460
2023-05-12,11725
2023-05-13,8400
2023-05-14,6825
2023-05-15,10421
2023-05-16,11736
2023-05-17,12365
2023-05-18,11963
2023-05-19,11589
2023-05-20,8569
2023-05-21,6452
2023-05-22,11017
2023-05-23,12043
2023-05-24,12682
2023-05-25,12245
2023-05-26,11403
2023-05-27,8368
2023-05-28,6663
2023-05-29,6062
2023-05-30,11114
2023-05-31,11868
2023-06-01,11202
2023-06-02,10827
2023-06-03,8062
2023-06-04,6374
2023-06-05,10339
2023-06-06,11275
2023-06-07,11640
2023-06-08,10661
2023-06-09,10587
2023-06-10,8163
2023-06-11,6472
2023-06-12,10316
2023-06-13,11318
2023-06-14,11531
2023-06-15,12135
2023-06-16,10974
2023-06-17,7996
2023-06-18,6122
2023-06-19,7563
2023-06-20,10861
2023-06-21,11087
2023-06-22,11308
2023-06-23,11021
2023-06-24,7980
2023-06-25,5994
2023-06-26,10335
2023-06-27,11019
2023-06-28,11115
2023-06-29,11160
2023-06-30,10457
2023-07-01,8184
2023-07-02,6849
2023-07-03,9346
2023-07-04,6550
2023-07-05,11007
2023-07-06,11433
2023-07-07,11144
2023-07-08,8998
2023-07-09,6760
2023-07-10,10559
2023-07-11,11736
2023-07-12,12395
2023-07-13,12321
2023-07-14,11596
2023-07-15,8807
2023-07-16,7230
2023-07-17,11006
2023-07-18,11940
2023-07-19,12312
2023-07-20,12130
2023-07-21,11495
2023-07-22,9255
2023-07-23,7305
2023-07-24,11041
2023-07-25,11926
2023-07-26,12508
2023-07-27,12057
2023-07-28,11439
2023-07-29,9521
2023-07-30,7619
2023-07-31,10596
2023-08-01,12954
2023-08-02,13494
2023-08-03,13504
2023-08-04,13126
2023-08-05,10052
2023-08-06,8150
2023-08-07,12073
2023-08-08,13069
2023-08-09,13651
2023-08-10,13866
2023-08-11,13106
2023-08-12,9888
2023-08-13,8024
2023-08-14,12057
2023-08-15,12982
2023-08-16,13319
2023-08-17,12802
2023-08-18,13190
2023-08-19,9978
2023-08-20,7952
2023-08-21,11924
2023-08-22,13020
2023-08-23,13971
2023-08-24,13642
2023-08-25,12565
2023-08-26,10472
2023-08-27,8317
2023-08-28,12117
2023-08-29,12892
2023-08-30,13436
2023-08-31,12658
2023-09-01,12655
2023-09-02,10830
2023-09-03,8748
2023-09-04,7274
2023-09-05,12490
2023-09-06,12821
2023-09-07,13752
2023-09-08,13250
2023-09-09,10453
2023-09-10,9084
2023-09-11,12367
2023-09-12,12187
2023-09-13,14014
2023-09-14,14446
2023-09-15,13693
2023-09-16,10657
2023-09-17,8483
2023-09-18,11843
2023-09-19,12642
2023-09-20,13894
2023-09-21,13979
2023-09-22,14050
2023-09-23,11151
2023-09-24,9363
2023-09-25,10718
2023-09-26,13434
2023-09-27,14777
2023-09-28,14887
2023-09-29,12250
2023-09-30,10666
2023-10-01,9197
2023-10-02,12292
2023-10-03,13273
2023-10-04,14776
2023-10-05,14331
2023-10-06,14272
2023-10-07,11046
2023-10-08,9322
2023-10-09,11741
2023-10-10,13726
2023-10-11,15175
2023-10-12,14262
2023-10-13,13630
2023-10-14,10909
2023-10-15,8655
2023-10-16,12577
2023-10-17,13525
2023-10-18,15004
2023-10-19,14739
2023-10-20,14198
2023-10-21,10896
2023-10-22,9424
2023-10-23,13159
2023-10-24,13674
2023-10-25,14719
2023-10-26,14494
2023-10-27,14216
2023-10-28,11325
2023-10-29,10182
2023-10-30,12956
2023-10-31,13147
2023-11-01,8454
2023-11-02,8231
2023-11-03,7565
2023-11-04,4049
2023-11-05,3289
2023-11-06,7913
2023-11-07,7890
2023-11-08,8835
2023-11-09,8446
2023-11-10,6955
2023-11-11,4191
2023-11-12,3592
2023-11-13,7995
2023-11-14,8669
2023-11-15,8886
2023-11-16,8773
2023-11-17,7879
2023-11-18,4284
2023-11-19,3689
2023-11-20,7935
2023-11-21,8278
2023-11-22,7472
2023-11-23,3827
2023-11-24,4953
2023-11-25,3475
2023-11-26,3401
2023-11-27,7709
2023-11-28,8164
2023-11-29,8610
2023-11-30,8203
2023-12-01,9292
2023-12-02,5372
2023-12-03,4612
2023-12-04,9978
2023-12-05,10448
2023-12-06,10857
2023-12-07,10521
2023-12-08,9754
2023-12-09,5361
2023-12-10,4338
2023-12-11,9833
2023-12-12,10359
2023-12-13,10725
2023-12-14,10357
2023-12-15,9542
2023-12-16,5369
2023-12-17,4279
2023-12-18,8912
2023-12-19,9947
2023-12-20,10459
2023-12-21,9484
2023-12-22,8800
2023-12-23,4713
2023-12-24,4259
2023-12-25,3239
2023-12-26,6438
2023-12-27,8085
2023-12-28,7833
2023-12-29,7507
2023-12-30,4314
2023-12-31,4267
